id,source_id,tag_type,tag_key,tag_value,created_by,updated_by,created_at,updated_at,deleted_at,lang_type,,,,,,,,,
7569212388604428299,7569212388470161419,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:09:52,2025-11-05 20:09:52,,zh-CN,,,,,,,,,
7569212388604444683,7569212388470161419,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:09:52,2025-11-05 20:09:52,,zh-CN,,,,,,,,,
7569212394551902220,7569212394476404747,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:09:53,2025-11-05 20:09:53,,zh-CN,,,,,,,,,
7569212394551918604,7569212394476404747,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:09:53,2025-11-05 20:09:53,,zh-CN,,,,,,,,,
7569212394551934988,7569212394476404747,2,Name,有益性,4381977727999450,4381977727999450,2025-11-05 20:09:53,2025-11-05 20:09:53,,zh-CN,,,,,,,,,
7569212394551951372,7569212394476404747,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:09:53,2025-11-05 20:09:53,,zh-CN,,,,,,,,,
7569212394551967756,7569212394476404747,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:09:53,2025-11-05 20:09:53,,zh-CN,,,,,,,,,
7569212398528102412,7569212398393884684,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:09:54,2025-11-05 20:09:54,,zh-CN,,,,,,,,,
7569212398528118796,7569212398393884684,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:09:54,2025-11-05 20:09:54,,zh-CN,,,,,,,,,
7569212398528135180,7569212398393884684,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:09:54,2025-11-05 20:09:54,,zh-CN,,,,,,,,,
7569212398528151564,7569212398393884684,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:09:54,2025-11-05 20:09:54,,zh-CN,,,,,,,,,
7569212398528167948,7569212398393884684,2,Name,争议性,4381977727999450,4381977727999450,2025-11-05 20:09:54,2025-11-05 20:09:54,,zh-CN,,,,,,,,,
7569212404513374220,7569212404374962188,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:09:56,2025-11-05 20:09:56,,zh-CN,,,,,,,,,
7569212404513390604,7569212404374962188,2,BusinessScenario,安全风控,4381977727999450,4381977727999450,2025-11-05 20:09:56,2025-11-05 20:09:56,,zh-CN,,,,,,,,,
7569212404513406988,7569212404374962188,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:09:56,2025-11-05 20:09:56,,zh-CN,,,,,,,,,
7569212404513423372,7569212404374962188,2,Name,性别歧视性,4381977727999450,4381977727999450,2025-11-05 20:09:56,2025-11-05 20:09:56,,zh-CN,,,,,,,,,
7569212404513439756,7569212404374962188,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:09:56,2025-11-05 20:09:56,,zh-CN,,,,,,,,,
7569212404513456140,7569212404374962188,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:09:56,2025-11-05 20:09:56,,zh-CN,,,,,,,,,
7569212409575899147,7569212409437487116,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:09:57,2025-11-05 20:09:57,,zh-CN,,,,,,,,,
7569212409575915531,7569212409437487116,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:09:57,2025-11-05 20:09:57,,zh-CN,,,,,,,,,
7569212409575931915,7569212409437487116,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:09:57,2025-11-05 20:09:57,,zh-CN,,,,,,,,,
7569212409575948299,7569212409437487116,2,BusinessScenario,安全风控,4381977727999450,4381977727999450,2025-11-05 20:09:57,2025-11-05 20:09:57,,zh-CN,,,,,,,,,
7569212409575964683,7569212409437487116,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:09:57,2025-11-05 20:09:57,,zh-CN,,,,,,,,,
7569212409575981067,7569212409437487116,2,Name,犯罪性,4381977727999450,4381977727999450,2025-11-05 20:09:57,2025-11-05 20:09:57,,zh-CN,,,,,,,,,
7569212413539516428,7569212413371744267,2,Name,不敏感性,4381977727999450,4381977727999450,2025-11-05 20:09:58,2025-11-05 20:09:58,,zh-CN,,,,,,,,,
7569212413539532812,7569212413371744267,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:09:58,2025-11-05 20:09:58,,zh-CN,,,,,,,,,
7569212413539549196,7569212413371744267,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:09:58,2025-11-05 20:09:58,,zh-CN,,,,,,,,,
7569212413539565580,7569212413371744267,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:09:58,2025-11-05 20:09:58,,zh-CN,,,,,,,,,
7569212413539581964,7569212413371744267,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:09:58,2025-11-05 20:09:58,,zh-CN,,,,,,,,,
7569212418497183755,7569212418375548939,2,Name,深度性,4381977727999450,4381977727999450,2025-11-05 20:09:59,2025-11-05 20:09:59,,zh-CN,,,,,,,,,
7569212418497200139,7569212418375548939,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:09:59,2025-11-05 20:09:59,,zh-CN,,,,,,,,,
7569212418497216523,7569212418375548939,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:09:59,2025-11-05 20:09:59,,zh-CN,,,,,,,,,
7569212418497232907,7569212418375548939,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:09:59,2025-11-05 20:09:59,,zh-CN,,,,,,,,,
7569212418497249291,7569212418375548939,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:09:59,2025-11-05 20:09:59,,zh-CN,,,,,,,,,
7569212422829899787,7569212422695682060,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:10:00,2025-11-05 20:10:00,,zh-CN,,,,,,,,,
7569212422829916171,7569212422695682060,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:10:00,2025-11-05 20:10:00,,zh-CN,,,,,,,,,
7569212422829932555,7569212422695682060,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:10:00,2025-11-05 20:10:00,,zh-CN,,,,,,,,,
7569212422829948939,7569212422695682060,2,Name,创造性,4381977727999450,4381977727999450,2025-11-05 20:10:00,2025-11-05 20:10:00,,zh-CN,,,,,,,,,
7569212422829965323,7569212422695682060,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:10:00,2025-11-05 20:10:00,,zh-CN,,,,,,,,,
7569212427078729740,7569212426927734796,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:10:01,2025-11-05 20:10:01,,zh-CN,,,,,,,,,
7569212427078746124,7569212426927734796,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:10:01,2025-11-05 20:10:01,,zh-CN,,,,,,,,,
7569212427078762508,7569212426927734796,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:10:01,2025-11-05 20:10:01,,zh-CN,,,,,,,,,
7569212427078778892,7569212426927734796,2,Name,细节性,4381977727999450,4381977727999450,2025-11-05 20:10:01,2025-11-05 20:10:01,,zh-CN,,,,,,,,,
7569212427078795276,7569212426927734796,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:10:01,2025-11-05 20:10:01,,zh-CN,,,,,,,,,
7569212431776350220,7569212431692480524,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:10:02,2025-11-05 20:10:02,,zh-CN,,,,,,,,,
7569212431776366604,7569212431692480524,2,Objective,工具调用,4381977727999450,4381977727999450,2025-11-05 20:10:02,2025-11-05 20:10:02,,zh-CN,,,,,,,,,
7569212431776382988,7569212431692480524,2,BusinessScenario,Agent通用评测,4381977727999450,4381977727999450,2025-11-05 20:10:02,2025-11-05 20:10:02,,zh-CN,,,,,,,,,
7569212431776399372,7569212431692480524,2,Name,工具选择质量,4381977727999450,4381977727999450,2025-11-05 20:10:02,2025-11-05 20:10:02,,zh-CN,,,,,,,,,
7569212431776415756,7569212431692480524,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:10:02,2025-11-05 20:10:02,,zh-CN,,,,,,,,,
7569212435966459916,7569212435840630795,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:10:03,2025-11-05 20:10:03,,zh-CN,,,,,,,,,
7569212435966476300,7569212435840630795,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:10:03,2025-11-05 20:10:03,,zh-CN,,,,,,,,,
7569212435966492684,7569212435840630795,2,Objective,工具调用,4381977727999450,4381977727999450,2025-11-05 20:10:03,2025-11-05 20:10:03,,zh-CN,,,,,,,,,
7569212435966509068,7569212435840630795,2,BusinessScenario,Agent通用评测,4381977727999450,4381977727999450,2025-11-05 20:10:03,2025-11-05 20:10:03,,zh-CN,,,,,,,,,
7569212435966525452,7569212435840630795,2,Name,工具参数正确性,4381977727999450,4381977727999450,2025-11-05 20:10:03,2025-11-05 20:10:03,,zh-CN,,,,,,,,,
7569212439867162635,7569212439783276556,2,BusinessScenario,Agent通用评测,4381977727999450,4381977727999450,2025-11-05 20:10:04,2025-11-05 20:10:04,,zh-CN,,,,,,,,,
7569212439867179019,7569212439783276556,2,Name,Agent 任务完成度,4381977727999450,4381977727999450,2025-11-05 20:10:04,2025-11-05 20:10:04,,zh-CN,,,,,,,,,
7569212439867195403,7569212439783276556,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:10:04,2025-11-05 20:10:04,,zh-CN,,,,,,,,,
7569212439867211787,7569212439783276556,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:10:04,2025-11-05 20:10:04,,zh-CN,,,,,,,,,
7569212439867228171,7569212439783276556,2,Objective,任务完成,4381977727999450,4381977727999450,2025-11-05 20:10:04,2025-11-05 20:10:04,,zh-CN,,,,,,,,,
7569212443763671051,7569212443621064716,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:10:05,2025-11-05 20:10:05,,zh-CN,,,,,,,,,
7569212443763687435,7569212443621064716,2,Objective,轨迹质量,4381977727999450,4381977727999450,2025-11-05 20:10:05,2025-11-05 20:10:05,,zh-CN,,,,,,,,,
7569212443763703819,7569212443621064716,2,BusinessScenario,Agent通用评测,4381977727999450,4381977727999450,2025-11-05 20:10:05,2025-11-05 20:10:05,,zh-CN,,,,,,,,,
7569212443763720203,7569212443621064716,2,Name,Agent 轨迹质量,4381977727999450,4381977727999450,2025-11-05 20:10:05,2025-11-05 20:10:05,,zh-CN,,,,,,,,,
7569212443763736587,7569212443621064716,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:10:05,2025-11-05 20:10:05,,zh-CN,,,,,,,,,
7569212447429492747,7569212447278497804,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212447429509131,7569212447278497804,2,BusinessScenario,客服助手,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212447429525515,7569212447278497804,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212447429541899,7569212447278497804,2,Name,参考答案遵从度,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212447429558283,7569212447278497804,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212447429574667,7569212447278497804,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212450856239116,7569212450730409995,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212450856255500,7569212450730409995,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212450856271884,7569212450730409995,2,Objective,任务完成,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212450856288268,7569212450730409995,2,BusinessScenario,客服助手,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212450856304652,7569212450730409995,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212450856321036,7569212450730409995,2,Name,指令遵从度,4381977727999450,4381977727999450,2025-11-05 20:10:06,2025-11-05 20:10:06,,zh-CN,,,,,,,,,
7569212456057176076,7569212455922958348,2,Name,识图理解,4381977727999450,4381977727999450,2025-11-05 20:10:08,2025-11-05 20:10:08,,zh-CN,,,,,,,,,
7569212456057192460,7569212455922958348,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:10:08,2025-11-05 20:10:08,,zh-CN,,,,,,,,,
7569212456057208844,7569212455922958348,2,TargetType,图片,4381977727999450,4381977727999450,2025-11-05 20:10:08,2025-11-05 20:10:08,,zh-CN,,,,,,,,,
7569212456057225228,7569212455922958348,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:10:08,2025-11-05 20:10:08,,zh-CN,,,,,,,,,
7569212456057241612,7569212455922958348,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:10:08,2025-11-05 20:10:08,,zh-CN,,,,,,,,,
7569212459735580683,7569212459655888907,2,TargetType,图片,4381977727999450,4381977727999450,2025-11-05 20:10:08,2025-11-05 20:10:08,,zh-CN,,,,,,,,,
7569212459735597067,7569212459655888907,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:10:08,2025-11-05 20:10:08,,zh-CN,,,,,,,,,
7569212459735613451,7569212459655888907,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:10:08,2025-11-05 20:10:08,,zh-CN,,,,,,,,,
7569212459735629835,7569212459655888907,2,Name,生图指令遵循,4381977727999450,4381977727999450,2025-11-05 20:10:08,2025-11-05 20:10:08,,zh-CN,,,,,,,,,
7569212459735646219,7569212459655888907,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:10:08,2025-11-05 20:10:08,,zh-CN,,,,,,,,,
7569213237716058123,7569213237640560652,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:13:10,2025-11-05 20:13:10,,zh-CN,,,,,,,,,
7569213237716074507,7569213237640560652,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:13:10,2025-11-05 20:13:10,,zh-CN,,,,,,,,,
7569213237716090891,7569213237640560652,2,Name,生图美学质量,4381977727999450,4381977727999450,2025-11-05 20:13:10,2025-11-05 20:13:10,,zh-CN,,,,,,,,,
7569213237716107275,7569213237640560652,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:13:10,2025-11-05 20:13:10,,zh-CN,,,,,,,,,
7569213237716123659,7569213237640560652,2,TargetType,图片,4381977727999450,4381977727999450,2025-11-05 20:13:10,2025-11-05 20:13:10,,zh-CN,,,,,,,,,
7569213243797798924,7569213243655208971,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:13:11,2025-11-05 20:13:11,,zh-CN,,,,,,,,,
7569213243797815308,7569213243655208971,2,TargetType,图片,4381977727999450,4381977727999450,2025-11-05 20:13:11,2025-11-05 20:13:11,,zh-CN,,,,,,,,,
7569213243797831692,7569213243655208971,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:13:11,2025-11-05 20:13:11,,zh-CN,,,,,,,,,
7569213243797848076,7569213243655208971,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:13:11,2025-11-05 20:13:11,,zh-CN,,,,,,,,,
7569213243797864460,7569213243655208971,2,Name,生图风格一致性,4381977727999450,4381977727999450,2025-11-05 20:13:11,2025-11-05 20:13:11,,zh-CN,,,,,,,,,
7569213249720156171,7569213249611104267,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:13:12,2025-11-05 20:13:12,,zh-CN,,,,,,,,,
7569213249720172555,7569213249611104267,2,TargetType,图片,4381977727999450,4381977727999450,2025-11-05 20:13:12,2025-11-05 20:13:12,,zh-CN,,,,,,,,,
7569213249720188939,7569213249611104267,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:13:12,2025-11-05 20:13:12,,zh-CN,,,,,,,,,
7569213249720205323,7569213249611104267,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:13:12,2025-11-05 20:13:12,,zh-CN,,,,,,,,,
7569213249720221707,7569213249611104267,2,Name,生图成像质量,4381977727999450,4381977727999450,2025-11-05 20:13:12,2025-11-05 20:13:12,,zh-CN,,,,,,,,,
7569213253767675916,7569213253612519435,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:13:13,2025-11-05 20:13:13,,zh-CN,,,,,,,,,
7569213253767692300,7569213253612519435,2,TargetType,图片,4381977727999450,4381977727999450,2025-11-05 20:13:13,2025-11-05 20:13:13,,zh-CN,,,,,,,,,
7569213253767708684,7569213253612519435,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:13:13,2025-11-05 20:13:13,,zh-CN,,,,,,,,,
7569213253767725068,7569213253612519435,2,BusinessScenario,AIGC,4381977727999450,4381977727999450,2025-11-05 20:13:13,2025-11-05 20:13:13,,zh-CN,,,,,,,,,
7569213253767741452,7569213253612519435,2,Name,生图文字正确性,4381977727999450,4381977727999450,2025-11-05 20:13:13,2025-11-05 20:13:13,,zh-CN,,,,,,,,,
7569214767080931340,7569214766929936396,2,Name,ComputerUseAgent任务成功,4381977727999450,4381977727999450,2025-11-05 20:19:06,2025-11-05 20:19:06,,zh-CN,,,,,,,,,
7569214767080947724,7569214766929936396,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:19:06,2025-11-05 20:19:06,,zh-CN,,,,,,,,,
7569214767080964108,7569214766929936396,2,TargetType,Agent,4381977727999450,4381977727999450,2025-11-05 20:19:06,2025-11-05 20:19:06,,zh-CN,,,,,,,,,
7569214767080980492,7569214766929936396,2,Objective,任务完成,4381977727999450,4381977727999450,2025-11-05 20:19:06,2025-11-05 20:19:06,,zh-CN,,,,,,,,,
7569214767080996876,7569214766929936396,2,BusinessScenario,Agent通用评测,4381977727999450,4381977727999450,2025-11-05 20:19:06,2025-11-05 20:19:06,,zh-CN,,,,,,,,,
7569214772894236683,7569214772755824652,2,Name,ComputerUseAgent工具选择质量,4381977727999450,4381977727999450,2025-11-05 20:19:07,2025-11-05 20:19:07,,zh-CN,,,,,,,,,
7569214772894253067,7569214772755824652,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:19:07,2025-11-05 20:19:07,,zh-CN,,,,,,,,,
7569214772894269451,7569214772755824652,2,TargetType,Agent,4381977727999450,4381977727999450,2025-11-05 20:19:07,2025-11-05 20:19:07,,zh-CN,,,,,,,,,
7569214772894285835,7569214772755824652,2,Objective,工具调用,4381977727999450,4381977727999450,2025-11-05 20:19:07,2025-11-05 20:19:07,,zh-CN,,,,,,,,,
7569214772894302219,7569214772755824652,2,BusinessScenario,Agent通用评测,4381977727999450,4381977727999450,2025-11-05 20:19:07,2025-11-05 20:19:07,,zh-CN,,,,,,,,,
7569214777432473612,7569214777306644491,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:19:08,2025-11-05 20:19:08,,zh-CN,,,,,,,,,
7569214777432489996,7569214777306644491,2,TargetType,Agent,4381977727999450,4381977727999450,2025-11-05 20:19:08,2025-11-05 20:19:08,,zh-CN,,,,,,,,,
7569214777432506380,7569214777306644491,2,Objective,工具调用,4381977727999450,4381977727999450,2025-11-05 20:19:08,2025-11-05 20:19:08,,zh-CN,,,,,,,,,
7569214777432522764,7569214777306644491,2,BusinessScenario,Agent通用评测,4381977727999450,4381977727999450,2025-11-05 20:19:08,2025-11-05 20:19:08,,zh-CN,,,,,,,,,
7569214777432539148,7569214777306644491,2,Name,ComputerUseAgent工具参数,4381977727999450,4381977727999450,2025-11-05 20:19:08,2025-11-05 20:19:08,,zh-CN,,,,,,,,,
7569214781396090892,7569214781257695244,2,Category,LLM,4381977727999450,4381977727999450,2025-11-05 20:19:09,2025-11-05 20:19:09,,zh-CN,,,,,,,,,
7569214781396107276,7569214781257695244,2,TargetType,Agent,4381977727999450,4381977727999450,2025-11-05 20:19:09,2025-11-05 20:19:09,,zh-CN,,,,,,,,,
7569214781396123660,7569214781257695244,2,Objective,轨迹质量,4381977727999450,4381977727999450,2025-11-05 20:19:09,2025-11-05 20:19:09,,zh-CN,,,,,,,,,
7569214781396140044,7569214781257695244,2,BusinessScenario,Agent通用评测,4381977727999450,4381977727999450,2025-11-05 20:19:09,2025-11-05 20:19:09,,zh-CN,,,,,,,,,
7569214781396156428,7569214781257695244,2,Name,ComputerUseAgent轨迹质量,4381977727999450,4381977727999450,2025-11-05 20:19:09,2025-11-05 20:19:09,,zh-CN,,,,,,,,,
7569214785980465164,7569214785858830348,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:19:10,2025-11-05 20:19:10,,zh-CN,,,,,,,,,
7569214785980481548,7569214785858830348,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:19:10,2025-11-05 20:19:10,,zh-CN,,,,,,,,,
7569214785980497932,7569214785858830348,2,Name,文本等值判断,4381977727999450,4381977727999450,2025-11-05 20:19:10,2025-11-05 20:19:10,,zh-CN,,,,,,,,,
7569214785980514316,7569214785858830348,2,Category,Code,4381977727999450,4381977727999450,2025-11-05 20:19:10,2025-11-05 20:19:10,,zh-CN,,,,,,,,,
7569214790367707147,7569214790254460940,2,Category,Code,4381977727999450,4381977727999450,2025-11-05 20:19:11,2025-11-05 20:19:11,,zh-CN,,,,,,,,,
7569214790367723531,7569214790254460940,2,TargetType,文本,4381977727999450,4381977727999450,2025-11-05 20:19:11,2025-11-05 20:19:11,,zh-CN,,,,,,,,,
7569214790367739915,7569214790254460940,2,Objective,内容质量,4381977727999450,4381977727999450,2025-11-05 20:19:11,2025-11-05 20:19:11,,zh-CN,,,,,,,,,
7569214790367756299,7569214790254460940,2,Name,文本包含判断,4381977727999450,4381977727999450,2025-11-05 20:19:11,2025-11-05 20:19:11,,zh-CN,,,,,,,,,
7569214795094687755,7569214795019190284,2,Name,文本正则匹配,4381977727999450,4381977727999450,2025-11-05 20:19:12,2025-11-05 20:19:12,,zh-CN,,,,,,,,,
7569214795094704139,7569214795019190284,2,Category,Code,4381977727999450,4381977727999450,2025-11-05 20:19:12,2025-11-05 20:19:12,,zh-CN,,,,,,,,,
